problem_id,contest_id,problem_index,problem_name,difficulty_rating,tags,problem_type,solved_count,model,model_display,language,source_type,source_index,split,target,hf_source,feature_avgFunctionLength,feature_avgIdentifierLength,feature_avgLineLength,feature_emptyLinesDensity,feature_functionDefinitionDensity,feature_maintainabilityIndex,feature_maxDecisionTokens,feature_whiteSpaceRatio,code_file,loc,char_count,token_count_approx
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,cpp,hf,231980,val,human,cf,1.0,2.5813953488372094,7.111111111111111,0.5777777777777777,8.11111111111111,0.0,0.0,0.5302197802197802,code/1436_A/human_cpp.cpp,44,364,61
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,java,hf,232130,val,human,cf,1.0,3.5486558121923513,10.774696707105718,0.5644136337377239,0.04852686308492201,5.371379310344814,9.0,0.37245473725528677,code/1436_A/human_java.java,1731,20381,2218
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,cpp,hf,234949,val,human,cf,1.0,2.8489107519325367,7.012588512981904,0.6734854445318647,8.012588512981903,0.0,0.0,0.351468133163115,code/1436_A/human_cpp.cpp,1271,10183,1252
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,python,hf,235284,val,human,cf,0.0,2.5588235294117645,9.947368421052632,0.5263157894736842,0.0,51.39999999999999,0.0,0.3671497584541063,code/1436_A/human_python.py,19,207,19
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,cpp,hf,235951,test,human,cf,1.0,2.75,5.970149253731344,0.5373134328358209,6.970149253731344,0.0,0.0,0.43991416309012876,code/1436_A/human_cpp.cpp,67,466,62
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,java,hf,239862,test,human,cf,1.0,3.614723926380368,10.126564673157162,0.60778859527121,0.04450625869262865,16.83070921985815,10.0,0.4944368046005751,code/1436_A/human_java.java,718,7999,927
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,human,human,cpp,hf,241119,test,human,cf,1.0,2.6363636363636362,12.0625,0.25,13.0625,0.0,0.0,0.35251798561151076,code/1436_A/human_cpp.cpp,32,417,65
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,gpt,gpt4o,python,hf,272171,val,ai,cf,1.0,4.4125,27.6,0.15,0.05,0.0,0.0,0.2539404553415061,code/1436_A/gpt4o_python.py,20,571,75
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,codellama,codellama,python,hf,269992,val,ai,cf,1.0,2.5,23.6,0.0,0.2,44.120000000000005,0.0,0.30327868852459017,code/1436_A/codellama_python.py,5,122,18
1436/A,1436,A,Reorder,800.0,math,PROGRAMMING,23362,llama3.1,llama31,python,raw_json,39,,llama3.1,cf,,,,,,,,,code/1436_A/llama31_python.py,12,278,37
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,139775,train,human,cf,1.0,3.8980891719745223,15.699059561128527,0.19435736677115986,16.699059561128525,0.0,0.0,0.24915508824633872,code/1355_C/human_cpp.cpp,318,5326,777
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,141835,train,human,cf,1.0,2.2181818181818183,16.833333333333332,0.08333333333333333,17.833333333333332,21.089090909090913,0.0,0.07981220657276995,code/1355_C/human_cpp.cpp,12,213,17
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,149492,train,human,cf,1.0,2.7777777777777777,10.891891891891891,0.5135135135135135,11.891891891891891,0.0,0.0,0.33940774487471526,code/1355_C/human_cpp.cpp,37,439,86
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,152299,train,human,cf,0.0,4.8121546961325965,11.456692913385826,0.5669291338582677,0.0,20.373636363636344,6.0,0.3080328905755851,code/1355_C/human_java.java,126,1581,175
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,155719,train,human,cf,1.0,5.314569536423841,27.65714285714286,0.17142857142857143,0.08571428571428572,0.0,6.0,0.3617021276595745,code/1355_C/human_java.java,104,3008,324
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,156529,train,human,cf,1.0,2.619047619047619,9.86046511627907,0.4883720930232558,10.86046511627907,0.0,0.0,0.3111587982832618,code/1355_C/human_cpp.cpp,43,466,107
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,157333,train,human,cf,1.0,3.7215619694397284,18.029850746268657,0.5373134328358209,19.029850746268657,0.0,0.0,0.1961297071129707,code/1355_C/human_cpp.cpp,201,3824,568
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,157694,train,human,cf,1.0,2.9464285714285716,11.45859872611465,0.5796178343949044,12.45859872611465,0.0,0.0,0.36419437340153454,code/1355_C/human_cpp.cpp,157,1955,340
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,161962,train,human,cf,0.0,3.4216867469879517,15.551724137931034,0.5172413793103449,0.0,0.0,3.0,0.1941544885177453,code/1355_C/human_python.py,28,479,51
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,164634,train,human,cf,1.0,2.707547169811321,9.066666666666666,0.7066666666666667,0.013333333333333334,0.0,2.0,0.45225464190981435,code/1355_C/human_python.py,74,754,145
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,166433,train,human,cf,1.0,3.5205882352941176,8.940639269406393,0.6118721461187214,9.940639269406393,0.0,0.0,0.2545955882352941,code/1355_C/human_cpp.cpp,219,2176,340
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,166947,train,human,cf,0.0,2.635514018691589,12.744186046511627,0.4883720930232558,0.0,31.54545454545456,0.0,0.29152542372881357,code/1355_C/human_python.py,43,590,36
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,170399,train,human,cf,1.0,2.0545454545454547,24.045454545454547,0.13636363636363635,0.045454545454545456,20.47368421052633,0.0,0.4018181818181818,code/1355_C/human_python.py,22,550,100
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,170854,train,human,cf,1.0,3.56,5.735483870967742,0.8,0.0064516129032258064,0.0,8.0,0.43528283796740175,code/1355_C/human_java.java,155,1043,59
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,171139,train,human,cf,1.0,4.448888888888889,10.3551912568306,0.6010928961748634,0.03825136612021858,21.899315068493145,7.0,0.3760231102551757,code/1355_C/human_java.java,183,2077,271
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,172797,train,human,cf,1.0,2.7435897435897436,26.541666666666668,0.0625,27.541666666666668,0.0,0.0,0.30582891748675245,code/1355_C/human_cpp.cpp,48,1321,216
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,178607,train,human,cf,1.0,3.2868217054263567,9.441379310344828,0.593103448275862,0.013793103448275862,37.65084745762712,0.0,0.2756113681427627,code/1355_C/human_python.py,145,1513,179
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,180994,train,human,cf,1.0,3.569182389937107,12.598802395209582,0.5329341317365269,0.005988023952095809,17.366666666666656,6.0,0.32863436123348017,code/1355_C/human_java.java,167,2270,222
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,191053,train,human,cf,1.0,3.512781954887218,13.571428571428571,0.5798319327731093,0.09243697478991597,0.0,7.0,0.3983849259757739,code/1355_C/human_java.java,357,5201,576
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,191402,train,human,cf,1.0,3.0963855421686746,8.504504504504505,0.6216216216216216,9.504504504504505,0.0,0.0,0.31214421252371916,code/1355_C/human_cpp.cpp,111,1054,182
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,192741,train,human,cf,1.0,4.07163323782235,10.878661087866108,0.6150627615062761,0.08786610878661087,10.591304347826082,0.0,0.3752642706131078,code/1355_C/human_python.py,238,2838,263
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,193111,train,human,cf,1.0,3.4658952496954933,11.441702127659575,0.617872340425532,0.028085106382978724,0.0,8.0,0.4595019838555206,code/1355_C/human_java.java,1175,14618,1663
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,194663,train,human,cf,1.0,2.619047619047619,9.86046511627907,0.4883720930232558,10.86046511627907,0.0,0.0,0.3111587982832618,code/1355_C/human_cpp.cpp,43,466,107
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,195028,train,human,cf,1.0,5.100278551532034,21.83916083916084,0.15384615384615385,0.07692307692307693,28.38595041322314,6.0,0.3142419601837672,code/1355_C/human_java.java,142,3265,414
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,195318,train,human,cf,1.0,3.5515151515151517,12.411428571428571,0.5428571428571428,0.005714285714285714,16.20999999999999,6.0,0.3307757885763001,code/1355_C/human_java.java,175,2346,234
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,199723,train,human,cf,1.0,3.435064935064935,11.543859649122806,0.6023391812865497,12.543859649122806,0.0,0.0,0.29757462686567165,code/1355_C/human_cpp.cpp,170,2144,313
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,201308,train,human,cf,1.0,3.088657105606258,15.728522336769759,0.2852233676975945,16.72852233676976,0.0,0.0,0.3141565646188617,code/1355_C/human_cpp.cpp,291,4867,882
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,201440,train,human,cf,0.0,1.9923664122137406,12.03076923076923,0.5538461538461539,0.0,19.303448275862053,0.0,0.4988179669030733,code/1355_C/human_python.py,65,846,199
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,204663,train,human,cf,1.0,3.434108527131783,14.331914893617022,0.5361702127659574,0.02553191489361702,0.0,0.0,0.3403664630760688,code/1355_C/human_python.py,234,3602,504
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,205162,train,human,cf,1.0,3.193103448275862,9.905882352941177,0.5294117647058824,0.058823529411764705,50.620000000000005,0.0,0.2861771058315335,code/1355_C/human_python.py,85,926,79
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,206463,train,human,cf,1.0,4.0173697270471465,13.723076923076922,0.5743589743589743,0.06153846153846154,0.0,0.0,0.28710801393728225,code/1355_C/human_python.py,195,2870,337
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,206828,train,human,cf,0.0,2.1184210526315788,8.512820512820513,0.5897435897435898,0.0,50.75,0.0,0.3567567567567568,code/1355_C/human_python.py,39,370,81
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,209461,train,human,cf,0.0,4.208053691275167,11.48314606741573,0.550561797752809,0.0,25.779999999999987,7.0,0.26666666666666666,code/1355_C/human_java.java,88,1110,156
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,211487,train,human,cf,1.0,3.088657105606258,7.877796901893287,0.6419965576592083,8.877796901893287,0.0,0.0,0.352724452200892,code/1355_C/human_cpp.cpp,581,5157,882
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,211814,train,human,cf,1.0,3.56,5.662420382165605,0.802547770700637,0.006369426751592357,0.0,8.0,0.43636363636363634,code/1355_C/human_java.java,156,1045,59
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,216869,train,human,cf,1.0,2.4638297872340424,10.353383458646617,0.49624060150375937,11.353383458646617,0.0,0.0,0.4161696487740225,code/1355_C/human_cpp.cpp,133,1509,295
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,222914,train,human,cf,1.0,2.7,8.186666666666667,0.6933333333333334,0.06666666666666667,15.452173913043453,0.0,0.3226744186046512,code/1355_C/human_python.py,74,688,87
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,cpp,hf,232082,val,human,cf,1.0,2.515463917525773,9.418181818181818,0.5272727272727272,10.418181818181818,0.0,0.0,0.34965034965034963,code/1355_C/human_cpp.cpp,55,572,118
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,234491,val,human,cf,1.0,3.2652091254752853,11.618025751072961,0.5793991416309013,0.044349070100143065,5.817687074829921,7.0,0.40628189137090376,code/1355_C/human_java.java,698,8819,1136
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,236452,test,human,cf,1.0,3.56,5.662420382165605,0.802547770700637,0.006369426751592357,0.0,8.0,0.43636363636363634,code/1355_C/human_java.java,156,1045,59
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,238324,test,human,cf,1.0,3.244186046511628,8.545454545454545,0.6363636363636364,0.049586776859504134,34.618181818181824,0.0,0.3717504332755633,code/1355_C/human_python.py,121,1154,173
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,240727,test,human,cf,1.0,4.830827067669173,15.63265306122449,0.5850340136054422,0.04081632653061224,0.0,8.0,0.3527004909983633,code/1355_C/human_java.java,146,2444,217
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,java,hf,244463,test,human,cf,1.0,3.0,15.246575342465754,0.5205479452054794,0.0136986301369863,0.0,6.0,0.5223628691983122,code/1355_C/human_java.java,73,1185,182
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,244543,test,human,cf,1.0,2.7054794520547945,10.690140845070422,0.5633802816901409,0.028169014084507043,31.941935483870964,0.0,0.3401688781664656,code/1355_C/human_python.py,70,829,175
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,human,human,python,hf,244751,test,human,cf,1.0,3.777142857142857,23.095808383233532,0.23353293413173654,0.08982035928143713,7.565624999999983,0.0,0.3378076062639821,code/1355_C/human_python.py,166,4023,433
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,gpt,gpt4o,python,hf,255542,train,ai,cf,1.0,4.533834586466165,26.692307692307693,0.20512820512820512,0.05128205128205128,0.0,0.0,0.30213160333642264,code/1355_C/gpt4o_python.py,39,1079,143
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,gpt,gpt4o,python,hf,259717,train,ai,cf,1.0,3.992857142857143,28.483870967741936,0.1935483870967742,0.03225806451612903,0.0,0.0,0.2858707557502738,code/1355_C/gpt4o_python.py,31,913,152
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,gpt,gpt4o,python,hf,262130,train,ai,cf,1.0,3.588785046728972,21.933333333333334,0.2,0.03333333333333333,22.150000000000006,0.0,0.2590975254730713,code/1355_C/gpt4o_python.py,30,687,96
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,gpt,gpt4o,python,hf,262855,train,ai,cf,1.0,3.0,26.75,0.08333333333333333,0.08333333333333333,14.054545454545433,0.0,0.3825301204819277,code/1355_C/gpt4o_python.py,12,332,55
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,gpt,gpt4o,python,hf,274171,test,ai,cf,1.0,3.1870967741935483,34.935483870967744,0.12903225806451613,0.06451612903225806,0.0,15.0,0.42407906558849956,code/1355_C/gpt4o_python.py,31,1113,170
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,codellama,codellama,python,hf,247729,train,ai,cf,1.0,2.7037037037037037,24.0,0.0,0.16666666666666666,41.866666666666674,0.0,0.37583892617449666,code/1355_C/codellama_python.py,6,149,25
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,codellama,codellama,python,hf,260966,train,ai,cf,1.0,4.007575757575758,30.35593220338983,0.0847457627118644,0.06779661016949153,0.0,0.0,0.2909680908599243,code/1355_C/codellama_python.py,59,1849,270
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,codellama,codellama,python,hf,261518,train,ai,cf,1.0,3.6842105263157894,19.263157894736842,0.21052631578947367,0.10526315789473684,37.879999999999995,0.0,0.2942708333333333,code/1355_C/codellama_python.py,19,384,50
1355/C,1355,C,Count Triangles,1800.0,binary search|implementation|math|two pointers,PROGRAMMING,11732,llama3.1,llama31,python,raw_json,513,,llama3.1,cf,,,,,,,,,code/1355_C/llama31_python.py,21,523,65
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,139452,train,human,cf,1.0,3.6455026455026456,10.82318271119843,0.5599214145383105,0.04911591355599214,24.41964285714287,7.0,0.36679408343028086,code/1783_A/human_java.java,509,6017,931
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,140773,train,human,cf,1.0,2.75,14.32394366197183,0.5211267605633803,0.014084507042253521,3.1429411764705852,7.0,0.53081876724931,code/1783_A/human_java.java,70,1087,101
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,143418,train,human,cf,1.0,3.4598930481283423,20.238095238095237,0.15873015873015872,21.238095238095237,0.0,0.0,0.31787584143605085,code/1783_A/human_cpp.cpp,63,1337,216
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,144447,train,human,cf,1.0,2.646153846153846,5.388059701492537,0.5074626865671642,6.388059701492537,5.275151515151521,0.0,0.34192037470725994,code/1783_A/human_cpp.cpp,66,427,55
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,148644,train,human,cf,1.0,2.6065573770491803,9.127659574468085,0.5106382978723404,10.127659574468085,0.0,0.0,0.4631578947368421,code/1783_A/human_cpp.cpp,47,475,36
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,153290,train,human,cf,1.0,3.407766990291262,11.91044776119403,0.5074626865671642,0.014925373134328358,33.93454545454544,5.0,0.4212962962962963,code/1783_A/human_java.java,67,864,53
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,153963,train,human,cf,1.0,3.386138613861386,13.676923076923076,0.5384615384615384,0.015384615384615385,4.893333333333333,5.0,0.4910807974816369,code/1783_A/human_java.java,64,953,98
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,156993,train,human,cf,1.0,2.7768595041322315,9.134663341645885,0.5386533665835411,10.134663341645885,0.0,0.0,0.4051193699237017,code/1783_A/human_cpp.cpp,400,4063,482
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,159095,train,human,cf,1.0,3.8154761904761907,14.44954128440367,0.5321100917431193,0.009174311926605505,0.0,7.0,0.48484848484848486,code/1783_A/human_java.java,109,1683,160
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,161645,train,human,cf,1.0,3.920479302832244,11.749625187406297,0.5937031484257871,0.046476761619190406,0.4828044280442745,8.0,0.444784193813948,code/1783_A/human_java.java,666,8503,1017
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,162951,train,human,cf,1.0,2.6493506493506493,16.096774193548388,0.0967741935483871,17.096774193548388,0.0,0.0,0.3818525519848771,code/1783_A/human_cpp.cpp,30,529,40
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,163721,train,human,cf,0.0,2.675,9.88,0.56,0.0,42.890909090909076,0.0,0.3874538745387454,code/1783_A/human_python.py,24,271,32
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,170125,train,human,cf,1.0,4.257217847769029,13.17100371747212,0.550185873605948,0.011152416356877323,3.5414876033057747,8.0,0.4476515350301758,code/1783_A/human_java.java,268,3811,338
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,171677,train,human,cf,0.0,4.30827067669173,10.696629213483146,0.5842696629213483,0.0,23.917837837837837,6.0,0.26153846153846155,code/1783_A/human_java.java,89,1040,116
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,173039,train,human,cf,1.0,2.625,9.057851239669422,0.5785123966942148,10.057851239669422,0.0,0.0,0.5699013157894737,code/1783_A/human_cpp.cpp,121,1216,71
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,173558,train,human,cf,0.0,2.372549019607843,11.925925925925926,0.48148148148148145,0.0,41.74285714285713,0.0,0.4281609195402299,code/1783_A/human_python.py,27,348,37
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,173579,train,human,cf,0.0,2.638888888888889,12.176470588235293,0.47058823529411764,0.0,42.15555555555554,0.0,0.31390134529147984,code/1783_A/human_python.py,17,223,15
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,175233,train,human,cf,1.0,2.1322314049586777,7.444444444444445,0.5470085470085471,8.444444444444445,0.0,0.0,0.5278622087132725,code/1783_A/human_cpp.cpp,116,987,75
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,178643,train,human,cf,1.0,3.091743119266055,8.633802816901408,0.5492957746478874,9.633802816901408,0.0,0.0,0.28989751098096633,code/1783_A/human_cpp.cpp,71,683,80
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,181378,train,human,cf,0.0,3.1944444444444446,9.0,0.47619047619047616,0.0,72.2,0.0,0.18660287081339713,code/1783_A/human_python.py,21,209,15
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,183642,train,human,cf,1.0,4.086956521739131,17.123076923076923,0.15384615384615385,18.123076923076923,0.0,0.0,0.24299065420560748,code/1783_A/human_cpp.cpp,64,1177,176
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,191961,train,human,cf,0.0,2.5526315789473686,11.842105263157896,0.47368421052631576,0.0,44.639999999999986,0.0,0.35802469135802467,code/1783_A/human_python.py,19,243,31
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,192468,train,human,cf,1.0,3.9393939393939394,9.63076923076923,0.5692307692307692,0.03076923076923077,41.93714285714286,7.0,0.23478260869565218,code/1783_A/human_java.java,65,690,77
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,194102,train,human,cf,0.0,3.090909090909091,10.8,0.5111111111111111,0.0,45.727272727272734,0.0,0.4490566037735849,code/1783_A/human_python.py,45,530,60
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,194109,train,human,cf,1.0,3.9079903147699757,14.619289340101522,0.5431472081218274,15.619289340101522,0.0,0.0,0.2630039011703511,code/1783_A/human_cpp.cpp,196,3076,378
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,195940,train,human,cf,1.0,3.9524940617577196,11.042402826855124,0.5477031802120141,12.042402826855124,0.0,0.0,0.3554446727326093,code/1783_A/human_cpp.cpp,283,3407,418
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,198234,train,human,cf,1.0,2.7864077669902914,11.690140845070422,0.5774647887323944,0.014084507042253521,13.85,6.0,0.5211111111111111,code/1783_A/human_java.java,71,900,51
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,199167,train,human,cf,0.0,2.8541666666666665,10.592592592592593,0.5185185185185185,0.0,46.19999999999999,0.0,0.358974358974359,code/1783_A/human_python.py,27,312,31
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,java,hf,201227,train,human,cf,1.0,3.1327433628318584,9.575342465753424,0.547945205479452,0.0136986301369863,48.1290909090909,9.0,0.3320363164721141,code/1783_A/human_java.java,72,771,113
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,202789,train,human,cf,0.0,2.9130434782608696,12.652173913043478,0.5217391304347826,0.0,23.03636363636363,0.0,0.3546325878594249,code/1783_A/human_python.py,23,313,24
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,python,hf,204594,train,human,cf,0.0,3.4285714285714284,12.225806451612904,0.5483870967741935,0.0,19.08571428571429,0.0,0.34474327628361856,code/1783_A/human_python.py,31,409,45
1783/A,1783,A,Make it Beautiful,800.0,constructive algorithms|math|sortings,PROGRAMMING,45939,human,human,cpp,hf,205298,train,human,cf,1.0,2.5686274509803924,9.83157894736842,0.49473684210526314,10.83157894736842,0.0,0.0,0.5729571984435797,code/1783_A/human_cpp.cpp,95,1028,62
